,Job Title,Company Name,Experience (In Years),Experience Category,Industry,City,State,Country,Source
242,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Chandigarh,Chandigarh,India,LinkedLn
243,Area Sales Manager,TTK Prestige Ltd,8.0,Senior,Other,Raipur,Chhattisgarh,India,LinkedLn
244,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,,,,LinkedLn
245,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Chandigarh,Chandigarh,India,LinkedLn
246,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Meerut,Uttar Pradesh,India,LinkedLn
247,Sales Manager,Meril,8.0,Senior,Other,Chennai,Tamil Nadu,India,LinkedLn
248,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Surat,Gujarat,India,LinkedLn
249,Area Sales Manger / Sales Manager,Schwing Stetter India,8.0,Senior,Other,Indore,Madhya Pradesh,India,LinkedLn
250,"Team Lead, Area sales Manager & Key Account Manager- Bengaluru",Paytm,8.0,Senior,Buisness Analytics,Bengaluru,Karnataka,India,LinkedLn
251,EaseMyTrip - Assistant Manager/Manager - Sales,EaseMyTrip.com,8.0,Senior,Buisness Analytics,Noida,Uttar Pradesh,India,LinkedLn
252,Relationship Manager | Inside Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Noida,Uttar Pradesh,India,LinkedLn
253,"Manager – Sales, Indore",Texmo Industries,8.0,Senior,Other,Indore,Madhya Pradesh,India,LinkedLn
254,Area Sales Manager,Mahindra Group,8.0,Senior,Buisness Analytics,Hyderabad,Telangana,India,LinkedLn
255,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,,,,LinkedLn
256,Assistant Sales Manager- Kalyan / Dombivli,Homesfy Realty Ltd,21.5,Executive,Buisness Analytics,,,,LinkedLn
257,Assistant Sales Manager - Noida,Homesfy Realty Ltd,8.0,Senior,Buisness Analytics,Noida,Uttar Pradesh,India,LinkedLn
258,Assistant Manager- Sales,Carrier,21.5,Executive,Other,kolkata,West Bengal,India,LinkedLn
259,Elite Foods - Regional Sales Manager,Elite Foods Pvt. Ltd.,8.0,Senior,Other,Kolkata,West Bengal,India,LinkedLn
260,Sales Manager,Aditya Birla Capital,8.0,Senior,Buisness Analytics,Chennai,Tamil Nadu,India,LinkedLn
261,Sales Manager- Mohali,Zigsaw,8.0,Senior,Buisness Analytics,,,,LinkedLn
262,Area Sales Manager,PloPdo,8.0,Senior,Buisness Analytics,,,,LinkedLn
263,LCS Sales Manager,Disney+ Hotstar,8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
264,Assistant Manager - Sales & Specifications,Saint-Gobain Group in India,8.0,Senior,Other,Chandigarh,Chandigarh,India,LinkedLn
265,Account Manager,airtel,8.0,Senior,Other,Gurgaon,Haryana,India,LinkedLn
266,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Bengaluru,Karnataka,India,LinkedLn
267,Assistant Manager- Sales,Carrier,21.5,Executive,Other,Lucknow,Uttar Pradesh,India,LinkedLn
268,Assistant Manager Sales (Pune),ALL - Accor Live Limitless,8.0,Senior,Buisness Analytics,Mumbai,Maharashtra,India,LinkedLn
269,"Vacancies Area Sales Manager, Area Sales Officer, Area Business Manager",Adidev Herbals,8.0,Senior,Buisness Analytics,Hyderabad,Telangana,India,LinkedLn
270,Assistant Manager - Sales,DIAGEO India,8.0,Senior,Other,,,,LinkedLn
271,AM Sales & Sales Manager,SIS India Ltd,8.0,Senior,Buisness Analytics,Varanasi,Uttar Pradesh,India,LinkedLn
272,Territory Sales Manager - Corporate Sales,Treebo Hotels,8.0,Senior,Buisness Analytics,Bengaluru,Karnataka,India,LinkedLn
273,Sales Manager,Kotak Life,8.0,Senior,Buisness Analytics,Kolkata,West Bengal,India,LinkedLn
274,Kotak Life Suraksha Samarth Bal - Ex-Servicemen Hiring - L-3 - Sales- Manager - All Locations,Kotak Life,17.5,Executive,Buisness Analytics,mumbai,Maharashtra,India,LinkedLn
275,Retail Sales Executive,Candere By Kalyan Jewellers,21.5,Executive,Finance,Mumbai,Maharashtra,India,LinkedLn
276,Field Sales Executive,Tata Cummins,21.5,Executive,Other,Ghaziabad,Uttar Pradesh,India,LinkedLn
277,Sales Executive,Lords Hotels & Resorts,21.5,Executive,Buisness Analytics,Jaipur,Rajasthan,India,LinkedLn
278,Pharma sales executive,Naukripay,21.5,Executive,Buisness Analytics,Bareilly,Uttar Pradesh,India,LinkedLn
279,"Account Manager, Ad Sales",Google,8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
280,Regional Sales Manager (OTC Sales),Sarda Group,8.0,Senior,Other,Nashik,Maharashtra,India,LinkedLn
281,Assistant Sales Manager,Aditya Birla Capital,8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
282,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,,,,LinkedLn
283,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Nashik,Maharashtra,India,LinkedLn
284,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Jaipur,Rajasthan,India,LinkedLn
285,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Jaipur,Rajasthan,India,LinkedLn
286,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Mumbai,Maharashtra,India,LinkedLn
287,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,Ahmedabad,Gujarat,India,LinkedLn
288,Senior Sales Executive / Sales Manager,Workafella,21.5,Executive,Buisness Analytics,Hyderabad,Telangana,India,LinkedLn
289,Sales Manager,Aditya Birla Capital,8.0,Senior,Buisness Analytics,Jaipur,Rajasthan,India,LinkedLn
290,Assistant Manager | Field Sales and Servicing | B2B Sales,Tata Cummins,8.0,Senior,Other,,,,LinkedLn
291,ZEE - Assistant Manager/Manager - Marketing,Zee Entertainment Enterprises Limited,8.0,Senior,Other,Mumbai,Maharashtra,India,LinkedLn
292,FirstCry - Executive - Social Media,FirstCry.com (BrainBees Solutions Pvt. Ltd.),21.5,Executive,Other,Pune,Maharashtra,India,LinkedLn
293,Digital Marketing intern,Paytm,0.0,Entry,Marketing,Mumbai,Maharashtra,India,LinkedLn
294,"Manager, Marketing Regional Brands",Tata Consumer Products,8.0,Senior,Other,Bengaluru,Karnataka,India,LinkedLn
295,Digital Marketing Manager,Zomato,8.0,Senior,Marketing,Gurgaon,Haryana,India,LinkedLn
296,Social media (short creater),VOE ACADEMY,0.0,Entry,Other,Panchkula,Haryana,India,LinkedLn
297,Social Media Promoter,Career Kendra,21.5,Executive,Other,Delhi,Delhi,India,LinkedLn
298,Assistant Marketing Manager – South Asia (Unilever International),Unilever,8.0,Senior,Other,Mumbai,Maharashtra,India,LinkedLn
299,Senior Manager – Shopper Marketing,Tata Consumer Products,8.0,Senior,Other,Lucknow,Uttar Pradesh,India,LinkedLn
300,Digital Marketing (3-6 years),airtel,2.5,Junior,Other,Gurgaon,Haryana,India,LinkedLn
301,Mamaearth - Assistant Manager - Performance Marketing,Mamaearth,8.0,Senior,Marketing,delhi,Delhi,India,LinkedLn
302,"Manager – Marketing, D2C",Tata Consumer Products,8.0,Senior,Other,Bengaluru,Karnataka,India,LinkedLn
303,Assistant Manager - Retention Marketing,SUGAR Cosmetics,8.0,Senior,Other,Mumbai,Maharashtra,India,LinkedLn
304,Digital Marketing Executive,Wipro,21.5,Executive,Marketing,Gurgaon,Haryana,India,LinkedLn
305,Manager- Ecommerce Marketing (Marketplace),Welspun World,21.5,Executive,Other,Mumbai,Maharashtra,India,LinkedLn
306,Social Media Executive,PUNO,21.5,Executive,Other,Jaipur,Rajasthan,India,LinkedLn
307,Manager - Brand Marketing,Unacademy,8.0,Senior,Marketing,Bengaluru,Karnataka,India,LinkedLn
308,Digital Marketing Specialist,Mahe Technologies Private Limited,21.5,Executive,Marketing,kolkata,West Bengal,India,LinkedLn
309,Social Media Marketing Specialist,Rebel Foods,6.5,Senior,Marketing,Mumbai,Maharashtra,India,LinkedLn
310,Social Media Executive,HOK BEAUTY PRIVATE LIMITED,21.5,Executive,Other,Delhi,Delhi,India,LinkedLn
311,Digital marketing freshers- Thane West,AdEngage,21.5,Executive,Marketing,Thane,Maharashtra,India,LinkedLn
312,Digital marketing freshers- Thane West,AdEngage,21.5,Executive,Marketing,Thane,Maharashtra,India,LinkedLn
313,Social Media Executive,PUNO,21.5,Executive,Other,Pune,Maharashtra,India,LinkedLn
314,Digital marketing freshers- Thane West,AdEngage,21.5,Executive,Marketing,Thane,Maharashtra,India,LinkedLn
315,Associate Product Marketing Manager,Google,8.0,Senior,Marketing,Mumbai,Maharashtra,India,LinkedLn
316,Marketing Manager,Jar,8.0,Senior,Marketing,Bengaluru,Karnataka,India,LinkedLn
317,Social Media Executive (Fresher),Votiko,21.5,Executive,Other,Surat,Gujarat,India,LinkedLn
318,Assistant Manager Digital Marketing,ALL - Accor Live Limitless,21.5,Executive,Marketing,Jaipur,Rajasthan,India,LinkedLn
319,Regional Marketing Manager,Spencer's Retail,8.0,Senior,Other,Kolkata,West Bengal,India,LinkedLn
320,Social Media Marketing Associate / Brand Manager,Tiny Dot Foods,21.5,Executive,Other,Chennai,Tamil Nadu,India,LinkedLn
321,Social Media Marketing Specialist,Saffron String,6.5,Senior,Marketing,Mumbai,Maharashtra,India,LinkedLn
322,Social Media Executive,Global AI Show,21.5,Executive,Other,Bengaluru,Karnataka,India,LinkedLn
323,Marketing Manager,Sheetal Jewellery House LLP,8.0,Senior,Other,Mumbai,Maharashtra,India,LinkedLn
324,Junior Social Media Marketing Executive,Analytics Jobs,21.5,Executive,Other,Noida,Uttar Pradesh,India,LinkedLn
325,Social Media Marketing Executive,The Bombay Digital Company,21.5,Executive,Marketing,Mumbai,Maharashtra,India,LinkedLn
326,Social Media Executive,Global Blockchain Show,21.5,Executive,Other,Bengaluru,Karnataka,India,LinkedLn
327,Junior Social Media Marketing Executive,SourceGrids,21.5,Executive,Marketing,Mumbai,Maharashtra,India,LinkedLn
328,Social Media Executive,Global AI Show,21.5,Executive,Other,Gurgaon,Haryana,India,LinkedLn
329,Manager- Customer Retention Marketing,Tata CLiQ,8.0,Senior,Marketing,Mumbai,Maharashtra,India,LinkedLn
330,Social Media Executive,Cyringe DigiMedia,21.5,Executive,Other,Mumbai,Maharashtra,India,LinkedLn
331,Social Media Marketing,Unicorn Tech Media,0.0,Entry,Marketing,Gurgaon,Haryana,India,LinkedLn
332,Social Media Executive,The Bombay Digital Company,21.5,Executive,Other,Mumbai,Maharashtra,India,LinkedLn
333,Junior Social Media Marketing Executive,Ed Explorars,21.5,Executive,Marketing,Delhi,Delhi,India,LinkedLn
334,Content & Brand Marketing Executive (Social Media Focus),Super Scholar,21.5,Executive,Other,Mumbai,Maharashtra,India,LinkedLn
335,Social Media Executive,X & Zero,21.5,Executive,Other,Mumbai,Maharashtra,India,LinkedLn
336,Social Media executive,Tejoo Fashions,21.5,Executive,Other,Delhi,Delhi,India,LinkedLn
337,Marketing coordinator,Ok Lifecare Private Limited,0.0,Entry,Marketing,Bulandshahr,Uttar Pradesh,India,LinkedLn
338,hiring Jr. Digital Marketing Executive@ Ghansoli,PTS Systems & Solutions Pvt. Ltd.,21.5,Executive,Marketing,Thane,Maharashtra,India,LinkedLn
339,Digital Marketing(Freshers),Fire Bee Techno Services Pvt Ltd,0.0,Entry,Marketing,Madurai,Tamil Nadu,India,LinkedLn
340,Digital Marketing Specialist,The Retail Jeweller India,6.5,Senior,Marketing,Mumbai,Maharashtra,India,LinkedLn
341,Social Media Executive,ZOOP.ONE,21.5,Executive,Other,Pune,Maharashtra,India,LinkedLn
342,Social Media Marketing Specialist,Kinara Capital,6.5,Senior,Marketing,Bengaluru,Karnataka,India,LinkedLn
343,Social Media Coordinator,Shree Balaji Agora Mall,3.0,Junior,Other,Ahmedabad,Gujarat,India,LinkedLn
344,Assistant Manager - Marketing,Marriott Hotels,8.0,Senior,Marketing,,,,LinkedLn
345,Social Media Executive,Global Blockchain Show,21.5,Executive,Other,Pune,Maharashtra,India,LinkedLn
346,Assistant Marketing Manager - Gurgaon Based,Courtyard by Marriott,8.0,Senior,Marketing,Gorakhpur,Uttar Pradesh,India,LinkedLn
347,Social Media Executive-Fresher to 1 year,Hirefaast,21.5,Executive,Other,Rajkot,Gujarat,India,LinkedLn
348,Social Media Executive,Eleven Inc - Integrated Marketing Communications,21.5,Executive,Other,Gurgaon,Haryana,India,LinkedLn
349,Assistant Marketing Manager,Zing Restaurants,21.5,Executive,Other,kolkata,West Bengal,India,LinkedLn
350,Social Media Executive,InstaAstro,21.5,Executive,Other,Noida,Uttar Pradesh,India,LinkedLn
351,junior social media marketing,Percoyo Private Limited,21.5,Executive,Marketing,,,,LinkedLn
352,Social Media Marketing Specialist,GiftBoxes.store,6.5,Senior,Marketing,,,India,LinkedLn
353,Social Media Executive,PERFORMENA,21.5,Executive,Other,Mumbai,Maharashtra,India,LinkedLn
354,Digital Marketing Associate,SUMISO,2.5,Junior,Marketing,Gurgaon,Haryana,India,LinkedLn
355,Digital Marketing,Kaleidoscope,0.0,Entry,Marketing,Chennai,Tamil Nadu,India,LinkedLn
356,Junior Marketing Associate - Social Media,Carnera Technologies Inc.,2.5,Junior,Marketing,Pune,Maharashtra,India,LinkedLn
357,Digital Marketing Executive,Artista Group,21.5,Executive,Marketing,Ahmedabad,Gujarat,India,LinkedLn
358,Social Media Executive,Global AI Show,21.5,Executive,Other,Pune,Maharashtra,India,LinkedLn
359,Social Media Marketing,Kolkata Sutra,0.0,Entry,Marketing,kolkata,West Bengal,India,LinkedLn
360,Social Media Marketing Specialist,Pixelvide,6.5,Senior,Marketing,Hyderabad,Telangana,India,LinkedLn
361,Digital Marketing Executive,GVR BUSINESS TRANSFORMS,21.5,Executive,Marketing,Kochi,Kerala,India,LinkedLn
362,Assistant Marketing Manager,Unitile,8.0,Senior,Other,Mumbai,Maharashtra,India,LinkedLn
363,Assistant Manager Digital & Marketing,ALL - Accor Live Limitless,21.5,Executive,Marketing,delhi,Delhi,India,LinkedLn
364,Digital Marketing Specialist,Rabin's Photography,6.5,Senior,Marketing,kolkata,West Bengal,India,LinkedLn
365,Executive- Social Media,The Viral Fever,21.5,Executive,Other,mumbai,Maharashtra,India,LinkedLn
366,Social Media Marketing Specialist,Clerk-Tech,6.5,Senior,Marketing,,,India,LinkedLn
367,Social Media Specialist,apna,6.5,Senior,Other,Bengaluru,Karnataka,India,LinkedLn
368,Digital Marketing Executive,iBCScorp,21.5,Executive,Marketing,Bengaluru,Karnataka,India,LinkedLn
369,International Marketing Manager,Meril,8.0,Senior,Other,Mumbai,Maharashtra,India,LinkedLn
370,"Director, Strategic Business Development - India",Nike,21.5,Executive,Other,,,,LinkedLn
371,Area Manager Retail Business Development (Rest of Maharashtra),Aditya Birla Fashion and Retail Ltd.,8.0,Senior,Other,Nagpur,Maharashtra,India,LinkedLn
372,Manager / Senior Manager (Business Development & Partnerships),Adani Digital Labs,8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
373,Director of Business Development,The Aroma Trace,21.5,Executive,Buisness Analytics,Mumbai,Maharashtra,India,LinkedLn
374,Business Development Manager - MENA,Freshworks,8.0,Senior,Buisness Analytics,Bengaluru,Karnataka,India,LinkedLn
375,Business Development Manager,Reliance Industries Limited,8.0,Senior,Other,Jamnagar,Gujarat,India,LinkedLn
376,CI Business Development Executive,Ather Energy,21.5,Executive,Other,Ahmedabad,Gujarat,India,LinkedLn
377,Manager/Senior Manager Business Development,Denave,8.0,Senior,Buisness Analytics,,,,LinkedLn
378,Business Development Executive,Schbang,21.5,Executive,Buisness Analytics,Mumbai,Maharashtra,India,LinkedLn
379,Business Development Manager,Bennett Coleman & Co. Ltd. (The Times of India),8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
380,Business Development Manager,JUSPAY,8.0,Senior,Buisness Analytics,Mumbai,Maharashtra,India,LinkedLn
381,Business Development Executive,magicpin,21.5,Executive,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
382,Senior Manager - Business Development and Operations/VP Business and Operation,SwopStore,17.5,Executive,Buisness Analytics,Noida,Uttar Pradesh,India,LinkedLn
383,NxtWave - Manager - Business Development,NxtWave,8.0,Senior,Other,,,,LinkedLn
384,CI Business Development Executive,Ather Energy,21.5,Executive,Other,,,,LinkedLn
385,Business Development Executive,Hindustan Recruitment,21.5,Executive,Buisness Analytics,Noida,Uttar Pradesh,India,LinkedLn
386,Sr. Manager Business Development,Thimblerr,8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
387,Senior Business Development Manager,MakeMyTrip,21.5,Executive,Buisness Analytics,,,,LinkedLn
388,Business Development Manager,Redrob by McKinley Rice,8.0,Senior,Buisness Analytics,Bengaluru,Karnataka,India,LinkedLn
389,Business Development Manager (BDM),Aditya Birla Capital,8.0,Senior,Buisness Analytics,Gorakhpur,Uttar Pradesh,India,LinkedLn
390,Business Development Manager- Interiors,Magicbricks,8.0,Senior,Other,Bengaluru,Karnataka,India,LinkedLn
391,NxtWave - Business Development Manager - Sales - Hindi,NxtWave,8.0,Senior,Other,,,,LinkedLn
392,Business Development Manager,Amazon,8.0,Senior,Buisness Analytics,Bengaluru,Karnataka,India,LinkedLn
393,Corporate Development Manager (Founder’s Office),Bureau,8.0,Senior,Management,Bengaluru,Karnataka,India,LinkedLn
394,Business Development Manager (Kochi Location),Amber,8.0,Senior,Buisness Analytics,,,India,LinkedLn
395,Business Development Manager ( NBFC),BharatPe,8.0,Senior,Buisness Analytics,Mumbai,Maharashtra,India,LinkedLn
396,Hiring Senior Business Development Manager,Design Arc Interiors,8.0,Senior,Buisness Analytics,Bengaluru,Karnataka,India,LinkedLn
397,Business Development Director - CDMO,Mantell Associates,21.5,Executive,Other,,,India,LinkedLn
398,Assistant Manager - New Business Development (Mumbai/Pune),Delhivery,8.0,Senior,Buisness Analytics,Mumbai,Maharashtra,India,LinkedLn
399,Senior Business Development Manager,Marquee Equity,8.0,Senior,Buisness Analytics,,,India,LinkedLn
400,Sr. Manager/Manager - Business Development,Technip Energies,8.0,Senior,Other,Noida,Uttar Pradesh,India,LinkedLn
401,BDM (Business Development Manager),Multi Recruit,8.0,Senior,Buisness Analytics,Hyderabad,Telangana,India,LinkedLn
402,Business Development Manager (BDM),Aditya Birla Capital,8.0,Senior,Buisness Analytics,Vadodara,Gujarat,India,LinkedLn
403,Business Development Manager,Aditya Birla Capital,8.0,Senior,Buisness Analytics,Pune,Maharashtra,India,LinkedLn
404,Business Development Executive,Hindustan Recruitment,21.5,Executive,Buisness Analytics,bengaluru,Karnataka,India,LinkedLn
405,Business Development Manager,Flutch,8.0,Senior,Buisness Analytics,Bengaluru,Karnataka,India,LinkedLn
406,Business Development Director,Miracle Hub,21.5,Executive,Buisness Analytics,Mumbai,Maharashtra,India,LinkedLn
407,International Business Development Executive,YO HR Consultancy,21.5,Executive,Buisness Analytics,Ahmedabad,Gujarat,India,LinkedLn
408,Director of Business Development,Flags Communications Pvt. Ltd.,21.5,Executive,Buisness Analytics,Noida,Uttar Pradesh,India,LinkedLn
409,Business Development Manager,Amazon,8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
410,Business Development Manager,Bent Chair,8.0,Senior,Buisness Analytics,Delhi,Delhi,India,LinkedLn
411,Business Development Manager,HONOUR,8.0,Senior,Other,hyderabad,Telangana,India,LinkedLn
412,NxtWave - Business Development Manager - Sales - Tamil,NxtWave,8.0,Senior,Other,Madurai,Tamil Nadu,India,LinkedLn
413,Business Development Executive,PyjamaHR,21.5,Executive,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
414,Business Development Manager,Redrob by McKinley Rice,8.0,Senior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
415,Business Development GM,UEIBI,3.0,Junior,Buisness Analytics,Gurgaon,Haryana,India,LinkedLn
