Job Title,Company,Rating,Reviews,Experience,Salary,Location,Description,Skills,Posted Date
Azure Fullstack Developer with Python,Capgemini,3.7,41482,5-10 Yrs,4-9 Lacs PA,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Experienced Azure Fullstack Developer with strong Python skills|Design, develop, and ma...",Azure Fullstack DeveloperAzure CloudFull StackAzure Cloud ServicesPythonMicrosoft AzureCloud ServicesDevelopment,11 Days Ago
Lead Account Solution Engineer - Public Sector,Salesforce,4.0,851,8-13 Yrs,Not disclosed,Mumbai,Required Skills: . Degree or equivalent relevant experience requiredThe successful appl...,Cloud computingSalesBusiness analysisPresalesBusiness solutionsCustomer engagementBusiness caseCRM,1 Day Ago
S&C -GN - C&PR- CMT- Manager,Accenture,3.8,56065,8-10 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru","8+ years of experience for a Manager, across: Energy industry with focus on areas of up...",revenue generationmarket intelligencedata analyticssalesclient relationship managementcost transformationPowerBIAlteryx,11 Days Ago
Senior Database Engineer,Xoriant,4.1,1986,15-20 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","(Senior Database Engineer)Location: Pune, Mumbai, Bangalore, Gurugram , Chennai.Notice ...",Database AdministrationPostgresqlDatabase DesignAws AuroraSeniorDBMSAdministrationDesign,4 Days Ago
Azure .Netcore Engineer,Capgemini,3.7,41482,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Job Title: Azure .NET Core DeveloperLocation: Mumbai , Pune & BangaloreJob Type: Full-...",Azure .NetcoreAzure Kubernetes.Net CoreAzure CloudAPIAzure Cloud Services.NetCloud,12 Days Ago
Senior Technical Account Manager,Red Hat,4.3,396,8-10 Yrs,Not disclosed,Mumbai,Red Hats Services team is seeking an experienced and highly skilled support engineer or...,Red Hat OpenShiftkubernetesredhat openshiftsoftware testingmicrosoft azuredockersystem administrationopen source,1 Day Ago
S&C GN CFO&EV - ERP Platforms Manager,Accenture,3.8,56065,8-13 Yrs,Not disclosed,Mumbai,"MBA from a Tier-1 or Tier-2 B-school, CA or CPA; 10+ years in SAP S/4 HANA design to im...",gtmsappresalessap s hanafinanceficoerpproject management,1 Day Ago
S&C GN - Tech Strategy & Advisory Cloud Architect Consultant,Accenture,3.8,56065,6-11 Yrs,Not disclosed,Mumbai,"Bachelor s Degree BE / BTech/Equivalent SAP CertificationLocation: Gurgaon, Mumbai, Ban...",strategy consultingsap mdmsapmdgmdmadobe formssap sdmaster data management,1 Day Ago
GN-Industrial-SAP Platforms-Consultant,Accenture,3.8,56065,6-10 Yrs,Not disclosed,Mumbai,"MBA from Tier 1 or 2 business school with 2-7 years of SAP S4 HANA experience, includin...",project managementpresentation skillssdibpewmsapsap sdlogistics,1 Day Ago
KPMG - Background Verification Analyst,KPMG Assurance and Consulting Services LLP,3.5,5433,0-1 Yrs,Not disclosed,"Pune, Goregaon, Mumbai (All Areas)",1-3 years of client service and background verification experience; strong analytical a...,BgvBackground ScreeningDocument Verificationnight shiftCustomer ServiceInternational ClientsClient ServicingData Entry,1 Day Ago
Woman Sales Professional - Fresher- Pan India,Cipla,4.1,6843,0-3 Yrs,Not disclosed,"Kolkata, Pune, Mumbai (All Areas)",Fresher from any background who willing to their career in pharma sales Preferred candi...,pharma salesMedical RepMRMedical SalespharmacistsalesPharmaceutical Salesfield sales,Exclusive for women
LLC Coverage Banker India,Deutsche Bank,3.9,3394,12-17 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",12+ years of banking experience with MNC/LLC client relationships; Chartered Accountant...,Credit Risk ManagementSustainable FinanceStructured FinancingCapital Market transactionsCash ManagementRisk ManagementCashFinancing,14 Days Ago
Client Manager - inside sales,NoBroker,3.1,2045,1-5 Yrs,2-5 Lacs PA,"Pune, Mumbai (All Areas)","Bachelor s / Master s degreeand trust required for a sales closurequote discussions, sa...",SalesCold CallingInside SalesColdClient managementManagementCallingClient,4 Days Ago
Technical Sales Manager,Nitshaw Wood Panel And Surface Technologies,,,"Pune, Bengaluru, Mumbai (All Areas)",Proficiency in CRM software and Microsoft Office SuiteCustomer requirement analysis Min...,Techno Commercial SalesAdhesivesGlueNegotiationIndustrial SalesSales And MarketingTechnical SalesFurniture,12 Days Ago,Save,Unknown
S&C GN - T&O - Instructional Design - Consultant,Accenture,3.8,56065,6-8 Yrs,Not disclosed,"Mumbai, Pune, Gurugram","6-8 years of experience in instructional design, proficiency in Articulate Storyline an...",storyboardingarticulate storylineinstructional designcontent analysisinformation gatheringsap enable nowtraining needswbt,14 Days Ago
Partner Account Manager (SI),Jio,3.9,22615,5-8 Yrs,Not disclosed,"Mumbai, New Delhi, Pune","The ideal candidate should have a strong understanding of the SI landscape, experience ...",Account ManagementPartnership ManagementRelationship ManagementSystem IntegratorSIRelationshipManagementIntegrator,13 Days Ago
.NET Software Developer- Pune,Infosys,3.6,39019,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",Preferred candidate profile . Were looking for skilled .NET Developers with 3-8 years o...,.NetC#ADO.NetASP.NetASP.Net MVCSoftwareDevelopmentMVC,1 Day Ago
Java Developer,Capgemini,3.7,41482,6-9 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Proficiency in Java, Spring Boot, Microservices, and Cloud Platforms|Develop and mainta...",JavaSpring BootMicroservicesBackendHibernateJ2EeSpringSpring Cloud,6 Days Ago
Sharepoint Consultant,Hexaware Technologies,3.6,5861,4-9 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Mumbai (All Areas)","Notices Period: Looking for Immediate joiner, 15days, 1 Month Location :Pune , Mumbai, ...",MigrationSpfxSharepointConsulting,7 Days Ago
Aws Devops Engineer,Capgemini,3.7,41482,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Bachelor's degree in Computer Science or related field; Proven experience as a DevOps E...,Aws DevopsJenkinsAws LambdaTerraformAksCi/CdYamlKubernetes,13 Days Ago
Azure Devops Engineer,Capgemini,3.7,41482,5-10 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Bachelor's degree in Computer Science or related field; Proven experience as a DevOps E...,Azure DevopskubernetesAzure PipelinesPowershellTerrApi ManagementCI/CDAzure Logic Apps,13 Days Ago
Fusion HCM Technical Senior Consultant/Principal Consultant,Oracle,3.7,5203,4-9 Yrs,Not disclosed,"Noida, Pune, Mumbai (All Areas)",Minimum experience - 4 years with atleast 1 end to end fusion implemementation project ...,implementationfusion technicalFusion HCM TechnicalHDLFast formualsBIpOICHCM extracts,8 Days Ago
GN-Industry Strategy-Banking-Analyst,Accenture,3.8,56065,4-9 Yrs,Not disclosed,"Pune, Gurugram, Bengaluru","Develop and execute strategies to address challenges including cost optimization, reven...",Digital Transformationmanagement consultingstrategy consultingproduct managementgo-to-market strategybusiness analysismarket entry strategymarket research,1 Day Ago
Tech Strategy & Advisory - Data Architect - Consultant,Accenture,3.8,56065,5-9 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru",Bachelor's degree; MBA from Tier-1 College preferred; 5-9 years of consulting experienc...,Data ArchitectureData Hub Enablementdata transformationsprogram managementdata governanceinformation securityAdvisoryData,14 Days Ago
Senior Net Developer,Xoriant,4.1,1986,8-13 Yrs,Not disclosed,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)","Role: Senior Net DeveloperLocation: Pune, Mumbai, Bangalore, Gurugram, ChennaiJob typ...",C#Dotnet DevelopmentNet Development.NetSQLASPDevelopmentSenior,5 Days Ago
S&C Global Network - Strategy -MC- Digital Engineering R&D- Consultant,Accenture,3.8,56065,12-16 Yrs,Not disclosed,"Pune, Gurugram, Bengaluru",MBA from Tier-1/Tier-2 business school and BE/B.Tech from premier institute with 12+ ye...,project managementsapproduct data managementplmdelegationteamcentersap securitymicrosoft azure,1 Day Ago
.Net Developer,Infogain,3.6,1110,5-10 Yrs,Not disclosed,"Hybrid - Noida, Pune, Mumbai (All Areas)",Experience: 5 - 10 Years. Willingness to learn and improve Experience with agile metho...,C#.NetSQLDevelopment,2 Days Ago
S&C Global Network - Strategy - MC - Capital Projects - Manager,Accenture,3.8,56065,10-16 Yrs,Not disclosed,"Pune, Gurugram, Bengaluru",Job Title - MC - Industry X- Capital Projects + Level (Manager) + Entity (S&C Global Ne...,Project ManagementProject ExecutionMS- PowerPointExcelPower BICapital ProjectsTableauQlickView,1 Day Ago
S&C GN - Strategy - MC - Industry X - Smart Connected Products-Manager,Accenture,3.8,56065,10-14 Yrs,Not disclosed,"Pune, Gurugram, Bengaluru",Minimum 10 years of experience in IT Strategy and Smart City projects; Engineering & MB...,data analyticsenterprise architectureartificial intelligenceiotit strategyproject managementprogram managementbusiness analysis,1 Day Ago
Geologist,Enviro Green Consultants,2.6,2,0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",M.Sc. /M. Tech. in Geology Skills Required: Geological & ...,Mine planningestimations. Geological reportPlanningEstimationGeologyData miningReporting,30+ Days Ago
"Soft Skills Trainer (Pune, Mumbai, Jaipur, Bangalore) up To 35k ctc",Global Talent Track,3.7,93,1-5 Yrs,2.25-3.75 Lacs PA,"Pune(Dapodi), Jaipur, Bengaluru(JP Nagar)","Female preferredLocation - Pune, Mumbai, Jaipur, Bangalore . Qualification - Must be a ...",Soft Skills TrainingSoft SkillsBehavioural TrainingEnglish Language TrainingLeadership TrainingEnglish languageLanguagesLanguage training,Exclusive for women
"Tech Mahindra Hiring in EV ( Power Electronics)-Pune ,Bangalore",Tech Mahindra,3.5,34985,10-15 Yrs,30-45 Lacs PA,"Pune, Bengaluru","Experience in SMPS / Switched mode power supply designs, Gate Driver Design and IGBT se...",Power electronicsAutomotiveLINSMPS or Switched mode power supply designsGate Driver DesignDOORSSABER and eADMAnalyzer,1 Day Ago
Tech Mahindra Hiring SDV Architect -Bangalore &Pune,Tech Mahindra,3.5,34985,10-16 Yrs,30-45 Lacs PA,"Pune, Bengaluru","Preferred candidate profile Experience with communication protocols such as CAN, SOME /...",C++ADASEmbeddedAWS IoTConnected carService Oriented ArchitectureOS QNXLIN,1 Day Ago
Content Writer No Of Openings: 4,World E Mart,,,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Content Writer No Of Openings: 4,Content WriterCONTENTWRAITERWritingContent writing,30+ Days Ago,Save,Unknown
Technical Support L2,Leading Financial Consulting services.,,,2.5-5 Lacs PA,"Hyderabad, Pune, Bengaluru",Shift: 10:00 AM to 07:00 PM or 09:00 AM to 06:00 PMEducation Qualification: B Tech / BE...,Software TroubleshootingSccm AdministrationActive DirectoryNetwork TroubleshootingMDTHardware TroubleshootingTroubleshootingDirectory,Women candidates preferred,1 Day Ago
"Technology Service Analyst (RTP), AS",Deutsche Bank,3.9,3394,3-5 Yrs,Not disclosed,"Pune, Bengaluru",6+ years of experience with 3-5 years in ID Administration or information security oper...,security operationsresource managementinformation securitystakeholder managementmissecurity managementvendor managementrisk assessment,1 Day Ago
ServiceNow App Engine Developer,Vimerse Infotech,2.7,6,1-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Experience with ServiceNow App Engine and custom / scoped app development experience . ...,Process automationorchestrationCodingIntegration testingConceptualizationSystem developmentUnit testingSDLC,30+ Days Ago
Java Developer,HCLTech,3.5,35943,5-9 Yrs,5-14 Lacs PA,"Hybrid - Noida, Pune, Chennai",Note: . We are looking for 5+ Years of experience only below that profile wont be consi...,JavaCSSHTMLCsJava DevelopmentDevelopment,Few Hours Ago
Webmaster,Hotel Supply Mart,,,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",1 year minimum experience with HTML / XHTML and CSS 1 year minimum experience working w...,jQueryLinuxMySQLJavascriptDatabase administrationPHPXHTMLHTML,30+ Days Ago,Save,Unknown
Vulnerability Management Analyst,Rockwell Automation,3.8,581,3-6 Yrs,Not disclosed,"Pune, Bengaluru","Develop, research, and maintain proficiency in tools, techniques, and trends related to...",remediationAutomationLinuxDNSPackagingAgileHTTPWindows,1 Day Ago
S&C Global Network - Strategy - MC - Industry X - Intelligent Asset,Accenture,3.8,56065,3-5 Yrs,Not disclosed,"Pune, Gurugram, Bengaluru",Engineering degree from a Tier-1 institute with 4+ years in HSE/PSM areas and hands-on ...,Intelligent Asset ManagementSpheraSAP EHSEnablonOperational risk managementDNVGL Synergibarrier managementX,1 Day Ago
AREA SALES MANAGER,Deepak Fertilisers and Petrochemicals (DFPCL),3.9,682,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",It is directly controlled by the Job holder Should contain 1 - 3 key points . Should c...,Analytical skillsCompetency mappingSalesTechnical servicesRelationship buildingAccount managementArea Sales ManagerCoal mining,30+ Days Ago
SAP MM Consultant,Infosys,3.6,39019,3-8 Yrs,Not disclosed,"Hybrid - Kolkata, Pune, Chennai",Should be a Graduate with minimum 2 years of experience in MM Module Bachelor of Engine...,sdsapsap mmmm modulematerial managementsap mm implementationMaterialsManagement,1 Day Ago
S&C Global Network - Strategy - MC - Industry X - Capital Projects,Accenture,3.8,56065,10-16 Yrs,Not disclosed,"Pune, Gurugram, Bengaluru",S&C Global Network - Strategy - MC - Industry X - Capital Projects - ManagerJob Title -...,Project ManagementPMPPower BISchedule ManagementTableauQlickViewPrimaveraProject Planning,1 Day Ago
.NET Software Developer - Bangalore,Infosys,3.6,39019,3-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru",We are seeking a .NET Developer proficient in C# and ASP.NET to drive our projects to s...,Net MvcADO.Net.netASP.NetC#MVC ArchitectureMVCArchitecture,1 Day Ago
ServiceNow Scrum Master,Vimerse Infotech,2.7,6,5-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","The candidate should possess strong communication, problem-solving, leadership, and col...",Stakeholder EngagementCopy writingProject managementAgileUPSScrumAgile methodologyManagement,30+ Days Ago
Devops Engineer - Bangalore / Hyderabad / Kolkata / Pune,Genpact,3.8,31333,5-10 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru",Genpact (NYSE: G) is a global professional services and solutions firm delivering outc...,DevOpsCi/CdCdAws DevopsContinuous DeliveryContinuous IntegrationDevops ToolsPipeline,Women candidates preferred
Mobile Developer (React Native),PwC Service Delivery Center,3.4,9077,5-9 Yrs,Not disclosed,"Pune, Chennai, Bengaluru",Associate . Educational Qualifications : BE / B Tech / MCA/ MSc / ME / MTech . Deep und...,React NativeMobile DeveloperMobile Application DevelopmentReact.jsMobile developmentNativeDevelopmentApplication,1 Day Ago
Java Fullstack Developer|F2F|Bangalore/Chennai/Hyderabad/Pune| 1st Mar,Wipro,3.7,52805,7-12 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Bengaluru",Experience - 7 to 12 years.,JavaSpring BootReact.JsMicroservicesAngularDevelopmentJava FullstackFull Stack,1 Day Ago
Business Transformation Consultant-Warehouse & Logistics,IBM,4.0,21968,8-10 Yrs,Not disclosed,Pune,Responsibilities Strategy Consultant - Supply Chain.Logistics Experience required 8-1...,warehouse managementsupply chain logisticswmossqlbusiness transformationc++software testingbusiness analysis,1 Day Ago
GN - SONG - Service - Genesys - Analyst,Accenture,3.8,56065,2-6 Yrs,Not disclosed,Pune,MBA from a tier 1 institute A minimum 2 years of experience working with Customer Servi...,gvpcustomer service operationsgenesys frameworkassessmentgregsmgenesysssas,1 Day Ago
Site Reliability Engineer - OpenShift,Red Hat,4.3,396,2-7 Yrs,Not disclosed,Pune,Bachelor's degree in computer science or related field; 2+ years experience with cloud ...,OpenShiftAzureLinux operating systemsAmazon Web Servicesconfiguration management softwareOpenStackAmazonUNIX,1 Day Ago
Rpa UiPath Developer (Except Bangalore Location),Capgemini,3.7,41482,4-9 Yrs,Not disclosed,"Hybrid - Pune, Chennai, Delhi / NCR","Must have experience in Automating Web portal, Excel, PDF, Mainframe and citrix automat...",Uipath StudioOrchestratorUipathRe FrameworkRpa Ui PathRobotUipath OrchestratorRpa Development,1 Day Ago
Application Developer,Accenture,3.8,56065,3-8 Yrs,Not disclosed,Pune,Minimum . 3 year(s) of experience is required. Educational Qualification : Engineering ...,analytics servicessoftware developmentazure analyticsmicrosoft azureazure event hubc#pythonoracle,1 Day Ago
